"dataset","variable","occurrence_count","product_count","table_count","type","official_descriptions","status","populated_occurrence_count","synthetic_structural_occurrence_count","unsupported_private_codeframe_occurrence_count","implementation_class","determination_rule","evidence_source","evidence_url","caveat","candidate_status","candidate_rule","candidate_evidence_source","candidate_evidence_url","candidate_caveat"
"CGT","ACTV_SHARES_UNITS_INDX_M",13,13,13,"character","Active assets - Shares and units (in unit trusts): Capital gains - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","ACTV_SHARES_UNITS_OTH_O",13,13,13,"character","Active assets - Shares and units (in unit trusts): Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","CG_ERNT_ARNGMTS_PRTY_CD",24,23,24,"character","Are you a party to an earnout arrangement?","populated",24,0,0,"tax_specific_rule","Populate a deterministic Y/N earnout-arrangement indicator.","R/dil_tax_values.R; tests/testthat/test-dil-tax-values.R; inst/plida_metadata/variables.csv","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The code domain or field semantics are source-backed, but sampled frequencies and record-level assignments remain synthetic.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","CG_EXMPTN_15_YR_FR_SB_CD",24,23,24,"character","Small business 15 year exemption - exempt capital gains - code","populated",24,0,0,"tax_specific_rule","When small-business concessions apply, sample the public schedule codes S, U, R, G and O; otherwise retain missing.","R/dil_tax_values.R; tests/testthat/test-dil-tax-values.R; inst/plida_metadata/variables.csv","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The code domain or field semantics are source-backed, but sampled frequencies and record-level assignments remain synthetic.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","CGERNTARNGCPTLGAINLSSTHSYRAMT",24,23,24,"character","Amount of any capital gain or loss you made under your earnout arrangement in the income year.","populated",24,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","CGERNTARNGMNTSYRSRUNFRNUM",24,23,24,"character","How many years does the earnout arrangement run for?","populated",24,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","CYCL_FMIS_T",13,13,13,"character","Current year capital losses - Forestry managed investment scheme interest","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","CYCL_HEDG_FINC_U",13,13,13,"character","Current year capital losses - Hedging financial arrangements","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","CYCL_REAL_EST_B",24,23,24,"character","Current year capital losses - Real estate","populated",24,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","CYCL_SHARES_UNITS_A",24,23,24,"character","Current year capital losses - Shares and units (in unit trusts)","populated",24,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","D_TOTL_CAP_LSS_APLD_DM_R",13,13,13,"character","Total capital losses applied - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","D_TOTL_CAP_LSS_APLD_IM_Q",13,13,13,"character","Total capital losses applied - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","D_TOTL_CAP_LSS_APLD_OM_S",13,13,13,"character","Total capital losses applied - Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","E_CYCG_ACTV_DISC_E",13,13,13,"character","Active assets - Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","E_CYCG_ACTV_INDX_D",13,13,13,"character","Active assets - Capital gains - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","E_CYCG_ACTV_OTH_F",12,12,12,"character","Active assets - other capital gains","populated",12,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","E_CYCG_N_ACTV_DISC_B",13,13,13,"character","Non-active assets - Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","E_CYCG_N_ACTV_INDX_A",13,13,13,"character","Non-active assets - Capital gains - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","E_CYCG_N_ACTV_OTH_C",12,12,12,"character","Non-active assets - other capital gains","populated",12,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","E_TOTL_CYCG_LSS_APLD_DM_H",13,13,13,"character","Totals - CYCG after applying capital losses - Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","E_TOTL_CYCG_LSS_APLD_IM_G",13,13,13,"character","Totals - CYCG after applying capital losses - Capital gains - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","E_TOTL_CYCG_LSS_APLD_OM_I",13,13,13,"character","Totals - CYCG after applying capital losses - Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","ENTITY_TYPE",24,23,24,"character","Entity type","populated",24,0,0,"tax_specific_rule","Populate I because project_cgt() emits individual schedules.","R/dil_tax_values.R; tests/testthat/test-dil-tax-values.R; inst/plida_metadata/variables.csv","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The code domain or field semantics are source-backed, but sampled frequencies and record-level assignments remain synthetic.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","F_CGT_DISC_ACTV_K",13,13,13,"character","From active assets - Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
